"OverallQual";"Electrical";"SalePrice";"LotArea";"Street";"ExterCond"
7;"SBrkr";242000;;;
4;"SBrkr";79900;;;
7;"SBrkr";184900;;;
7;"SBrkr";253000;;;
7;"SBrkr";239799;;;
7;"SBrkr";244400;;;
6;"SBrkr";150900;;;
7;"SBrkr";214000;;;
4;"SBrkr";150000;;;
5;"SBrkr";143000;;;
6;"FuseA";137500;;;
5;"SBrkr";124900;;;
5;"SBrkr";143000;;;
8;"SBrkr";270000;;;
7;"SBrkr";192500;;;
6;"SBrkr";197500;;;
5;"SBrkr";129000;;;
5;"SBrkr";119900;;;
5;"SBrkr";133900;;;
5;"SBrkr";172000;;;
6;"SBrkr";127500;;;
6;"FuseF";145000;;;
6;"SBrkr";124000;;;
5;"SBrkr";132000;;;
7;"SBrkr";185000;;;
7;"SBrkr";155000;;;
5;"SBrkr";116500;;;
6;"SBrkr";272000;;;
6;"SBrkr";155000;;;
9;"SBrkr";239000;;;
7;"SBrkr";214900;;;
6;"SBrkr";178900;;;
5;"SBrkr";160000;;;
5;"SBrkr";135000;;;
3;"SBrkr";37900;;;
6;"SBrkr";140000;;;
4;"FuseA";135000;;;
7;"SBrkr";173000;;;
6;"SBrkr";99500;;;
7;"SBrkr";182000;;;
7;"SBrkr";167500;;;
7;"SBrkr";165000;;;
4;"FuseA";85500;;;
7;"SBrkr";199900;;;
4;"SBrkr";110000;;;
5;"SBrkr";139000;;;
7;"SBrkr";178400;;;
8;"SBrkr";336000;;;
7;"SBrkr";159895;;;
8;"SBrkr";255900;;;
5;"SBrkr";126000;;;
5;"SBrkr";125000;;;
6;"SBrkr";117000;;;
9;"SBrkr";395192;;;
6;"SBrkr";195000;;;
7;"SBrkr";197000;;;
8;"SBrkr";348000;;;
8;"SBrkr";168000;;;
6;"SBrkr";187000;;;
6;"SBrkr";173900;;;
10;"SBrkr";337500;;;
4;"SBrkr";121600;;;
5;"SBrkr";136500;;;
6;"SBrkr";185000;;;
3;"SBrkr";91000;;;
7;"SBrkr";206000;;;
3;"FuseF";82000;;;
5;"FuseA";86000;;;
8;"SBrkr";232000;;;
5;"SBrkr";136905;;;
7;"SBrkr";181000;;;
5;"SBrkr";149900;;;
6;"SBrkr";163500;;;
4;"SBrkr";88000;;;
7;"SBrkr";240000;;;
5;"SBrkr";102000;;;
5;"SBrkr";135000;;;
5;"SBrkr";100000;;;
6;"SBrkr";165000;;;
5;"SBrkr";85000;;;
6;"SBrkr";119200;;;
8;"SBrkr";227000;;;
7;"SBrkr";203000;;;
8;"SBrkr";187500;;;
7;"SBrkr";160000;;;
7;"SBrkr";213490;;;
4;"SBrkr";176000;;;
7;"SBrkr";194000;;;
5;"FuseA";87000;;;
7;"SBrkr";191000;;;
8;"SBrkr";287000;;;
5;"SBrkr";112500;;;
5;"SBrkr";167500;;;
8;"SBrkr";293077;;;
5;"SBrkr";105000;;;
6;"SBrkr";118000;;;
5;"SBrkr";160000;;;
7;"SBrkr";197000;;;
8;"SBrkr";310000;;;
7;"SBrkr";230000;;;
5;"SBrkr";119750;;;
4;"SBrkr";84000;;;
9;"SBrkr";315500;;;
8;"SBrkr";287000;;;
4;"SBrkr";97000;;;
4;"SBrkr";80000;;;
5;"SBrkr";155000;;;
6;"SBrkr";173000;;;
6;"SBrkr";196000;;;
7;"SBrkr";262280;;;
8;"SBrkr";278000;;;
3;"FuseA";139600;;;
9;"SBrkr";556581;;;
5;"SBrkr";145000;;;
5;"SBrkr";115000;;;
4;"SBrkr";84900;;;
7;"SBrkr";176485;;;
7;"SBrkr";200141;;;
6;"SBrkr";165000;;;
5;"FuseA";144500;;;
8;"SBrkr";255000;;;
6;"SBrkr";180000;;;
7;"SBrkr";185850;;;
7;"SBrkr";248000;;;
9;"SBrkr";335000;;;
6;"SBrkr";220000;;;
8;"SBrkr";213500;;;
3;"SBrkr";81000;;;
5;"SBrkr";90000;;;
6;"SBrkr";110500;;;
5;"SBrkr";154000;;;
7;"SBrkr";328000;;;
6;"SBrkr";178000;;;
6;"SBrkr";167900;;;
6;"SBrkr";151400;;;
5;"SBrkr";135000;;;
5;"SBrkr";135000;;;
6;"SBrkr";154000;;;
5;"FuseA";91500;;;
6;"SBrkr";159500;;;
7;"SBrkr";194000;;;
7;"SBrkr";219500;;;
5;"SBrkr";170000;;;
5;"SBrkr";138800;;;
6;"SBrkr";155900;;;
5;"SBrkr";126000;;;
6;"SBrkr";145000;;;
5;"SBrkr";133000;;;
7;"SBrkr";192000;;;
6;"SBrkr";160000;;;
6;"SBrkr";187500;;;
6;"SBrkr";147000;;;
4;"SBrkr";83500;;;
8;"SBrkr";252000;;;
7;"SBrkr";137500;;;
8;"SBrkr";197000;;;
3;"FuseA";92900;;;
7;"SBrkr";160000;;;
6;"SBrkr";136500;;;
5;"SBrkr";146000;;;
5;"SBrkr";129000;;;
6;"SBrkr";176432;;;
6;"SBrkr";127000;;;
8;"SBrkr";170000;;;
4;"SBrkr";128000;;;
7;"SBrkr";157000;;;
2;"FuseF";60000;;;
5;"SBrkr";119500;;;
5;"SBrkr";135000;;;
6;"SBrkr";159500;;;
5;"SBrkr";106000;;;
8;"SBrkr";325000;;;
7;"SBrkr";179900;;;
7;"SBrkr";274725;;;
6;"SBrkr";181000;;;
8;"SBrkr";280000;;;
6;"SBrkr";188000;;;
7;"SBrkr";205000;;;
5;"FuseA";129900;;;
5;"SBrkr";134500;;;
5;"SBrkr";117000;;;
8;"SBrkr";318000;;;
8;"SBrkr";184100;;;
5;"SBrkr";130000;;;
5;"SBrkr";140000;;;
5;"FuseA";133700;;;
6;"FuseA";118400;;;
7;"SBrkr";212900;;;
4;"FuseA";112000;;;
5;"SBrkr";118000;;;
7;"SBrkr";163900;;;
4;"SBrkr";115000;;;
7;"SBrkr";174000;;;
7;"SBrkr";259000;;;
7;"SBrkr";215000;;;
5;"SBrkr";140000;;;
4;"SBrkr";135000;;;
5;"SBrkr";93500;;;
6;"SBrkr";117500;;;
8;"SBrkr";239500;;;
6;"SBrkr";169000;;;
6;"SBrkr";102000;;;
6;"FuseA";119000;;;
5;"SBrkr";94000;;;
6;"SBrkr";196000;;;
5;"SBrkr";144000;;;
5;"SBrkr";139000;;;
5;"SBrkr";197500;;;
8;"SBrkr";424870;;;
5;"SBrkr";80000;;;
4;"FuseA";80000;;;
5;"SBrkr";149000;;;
6;"SBrkr";180000;;;
7;"SBrkr";174500;;;
7;"SBrkr";116900;;;
7;"SBrkr";143000;;;
6;"FuseA";124000;;;
5;"SBrkr";149900;;;
6;"SBrkr";230000;;;
6;"SBrkr";120500;;;
7;"SBrkr";201800;;;
5;"SBrkr";218000;;;
5;"SBrkr";179900;;;
7;"SBrkr";230000;;;
8;"SBrkr";235128;;;
6;"SBrkr";185000;;;
6;"SBrkr";146000;;;
6;"SBrkr";224000;;;
5;"SBrkr";129000;;;
4;"SBrkr";108959;;;
5;"SBrkr";194000;;;
7;"SBrkr";233170;;;
8;"SBrkr";245350;;;
6;"SBrkr";173000;;;
6;"SBrkr";235000;;;
10;"SBrkr";625000;;;
6;"SBrkr";171000;;;
6;"SBrkr";163000;;;
7;"SBrkr";171900;;;
5;"SBrkr";200500;;;
6;"SBrkr";239000;;;
8;"SBrkr";285000;;;
5;"SBrkr";119500;;;
6;"SBrkr";115000;;;
5;"SBrkr";154900;;;
5;"SBrkr";93000;;;
7;"SBrkr";250000;;;
8;"SBrkr";392500;;;
10;"SBrkr";745000;;;
5;"SBrkr";120000;;;
5;"SBrkr";186700;;;
5;"SBrkr";104900;;;
3;"SBrkr";95000;;;
8;"SBrkr";262000;;;
7;"SBrkr";195000;;;
7;"SBrkr";189000;;;
4;"SBrkr";168000;;;
8;"SBrkr";174000;;;
5;"SBrkr";125000;;;
6;"SBrkr";165000;;;
6;"SBrkr";158000;;;
6;"SBrkr";176000;;;
7;"SBrkr";219210;;;
7;"SBrkr";144000;;;
7;"SBrkr";178000;;;
4;"SBrkr";148000;;;
4;"SBrkr";116050;;;
7;"SBrkr";197900;;;
5;"SBrkr";117000;;;
7;"SBrkr";213000;;;
5;"SBrkr";153500;;;
7;"SBrkr";271900;;;
4;"SBrkr";107000;;;
6;"SBrkr";200000;;;
5;"SBrkr";140000;;;
8;"SBrkr";290000;;;
6;"SBrkr";189000;;;
8;"SBrkr";164000;;;
4;"SBrkr";113000;;;
4;"SBrkr";145000;;;
5;"SBrkr";134500;;;
5;"SBrkr";125000;;;
6;"SBrkr";112000;;;
8;"SBrkr";229456;;;
4;"SBrkr";80500;;;
6;"SBrkr";91500;;;
5;"SBrkr";115000;;;
5;"SBrkr";134000;;;
6;"SBrkr";143000;;;
5;"FuseA";137900;;;
7;"SBrkr";184000;;;
6;"SBrkr";145000;;;
6;"SBrkr";214000;;;
5;"SBrkr";147000;;;
9;"SBrkr";367294;;;
5;"SBrkr";127000;;;
5;"SBrkr";190000;;;
5;"SBrkr";132500;;;
4;"SBrkr";101800;;;
5;"SBrkr";142000;;;
5;"FuseA";130000;;;
5;"FuseF";138887;;;
7;"SBrkr";175500;;;
7;"SBrkr";195000;;;
6;"SBrkr";142500;;;
8;"SBrkr";265900;;;
7;"SBrkr";224900;;;
7;"SBrkr";248328;;;
7;"SBrkr";170000;;;
10;"SBrkr";465000;;;
8;"SBrkr";230000;;;
6;"SBrkr";178000;;;
7;"SBrkr";186500;;;
6;"SBrkr";169900;;;
6;"SBrkr";129500;;;
5;"SBrkr";119000;;;
7;"SBrkr";244000;;;
7;"SBrkr";171750;;;
5;"SBrkr";130000;;;
7;"SBrkr";294000;;;
7;"SBrkr";165400;;;
6;"FuseA";127500;;;
8;"SBrkr";301500;;;
5;"SBrkr";99900;;;
7;"SBrkr";190000;;;
6;"SBrkr";151000;;;
6;"SBrkr";181000;;;
5;"SBrkr";128900;;;
4;"FuseA";161500;;;
6;"FuseA";180500;;;
6;"SBrkr";181000;;;
7;"SBrkr";183900;;;
7;"FuseF";122000;;;
9;"SBrkr";378500;;;
8;"SBrkr";381000;;;
5;"FuseA";144000;;;
7;"SBrkr";260000;;;
6;"SBrkr";185750;;;
5;"SBrkr";137000;;;
6;"SBrkr";177000;;;
5;"SBrkr";139000;;;
5;"FuseA";137000;;;
6;"SBrkr";162000;;;
6;"SBrkr";197900;;;
8;"SBrkr";237000;;;
4;"FuseA";68400;;;
7;"SBrkr";227000;;;
7;"SBrkr";180000;;;
5;"SBrkr";150500;;;
6;"SBrkr";139000;;;
6;"SBrkr";169000;;;
6;"FuseF";132500;;;
6;"SBrkr";143000;;;
5;"SBrkr";190000;;;
8;"SBrkr";278000;;;
8;"SBrkr";281000;;;
5;"SBrkr";180500;;;
5;"SBrkr";119500;;;
5;"SBrkr";107500;;;
7;"SBrkr";162900;;;
5;"SBrkr";115000;;;
5;"SBrkr";138500;;;
5;"SBrkr";155000;;;
6;"SBrkr";140000;;;
10;"SBrkr";160000;;;
5;"SBrkr";154000;;;
7;"SBrkr";225000;;;
6;"SBrkr";177500;;;
8;"SBrkr";290000;;;
7;"SBrkr";232000;;;
7;"SBrkr";130000;;;
9;"SBrkr";325000;;;
7;"SBrkr";202500;;;
5;"SBrkr";138000;;;
5;"SBrkr";147000;;;
6;"SBrkr";179200;;;
7;"SBrkr";335000;;;
7;"SBrkr";203000;;;
8;"SBrkr";302000;;;
9;"SBrkr";333168;;;
4;"SBrkr";119000;;;
6;"SBrkr";206900;;;
8;"SBrkr";295493;;;
7;"SBrkr";208900;;;
8;"SBrkr";275000;;;
4;"SBrkr";111000;;;
6;"SBrkr";156500;;;
3;"SBrkr";72500;;;
7;"SBrkr";190000;;;
4;"SBrkr";82500;;;
8;"SBrkr";147000;;;
4;"SBrkr";55000;;;
3;"SBrkr";79000;;;
5;"SBrkr";130500;;;
6;"SBrkr";256000;;;
7;"SBrkr";176500;;;
8;"SBrkr";227000;;;
5;"SBrkr";132500;;;
4;"SBrkr";100000;;;
5;"SBrkr";125500;;;
5;"SBrkr";125000;;;
6;"SBrkr";167900;;;
5;"SBrkr";135000;;;
4;"FuseA";52500;;;
7;"SBrkr";200000;;;
5;"SBrkr";128500;;;
4;"SBrkr";123000;;;
6;"SBrkr";155000;;;
8;"SBrkr";228500;;;
6;"SBrkr";177000;;;
7;"SBrkr";155835;;;
4;"FuseA";108500;;;
7;"SBrkr";262500;;;
8;"SBrkr";283463;;;
7;"SBrkr";215000;;;
8;"SBrkr";122000;;;
5;"SBrkr";200000;;;
6;"SBrkr";171000;;;
6;"SBrkr";134900;;;
8;"SBrkr";410000;;;
7;"SBrkr";235000;;;
7;"SBrkr";170000;;;
5;"SBrkr";110000;;;
5;"SBrkr";149900;;;
6;"SBrkr";177500;;;
9;"SBrkr";315000;;;
5;"SBrkr";189000;;;
7;"SBrkr";260000;;;
4;"SBrkr";104900;;;
6;"SBrkr";156932;;;
7;"SBrkr";144152;;;
7;"SBrkr";216000;;;
7;"SBrkr";193000;;;
5;"SBrkr";127000;;;
6;"SBrkr";144000;;;
8;"SBrkr";232000;;;
4;"SBrkr";105000;;;
6;"SBrkr";165500;;;
7;"SBrkr";274300;;;
10;"SBrkr";466500;;;
7;"SBrkr";250000;;;
8;"SBrkr";239000;;;
6;"SBrkr";91000;;;
5;"SBrkr";117000;;;
6;"SBrkr";83000;;;
5;"NA";167500;;;
3;"FuseF";58500;;;
6;"SBrkr";237500;;;
7;"SBrkr";157000;;;
5;"SBrkr";112000;;;
6;"SBrkr";105000;;;
4;"SBrkr";125500;;;
7;"SBrkr";250000;;;
6;"SBrkr";136000;;;
9;"SBrkr";377500;;;
6;"SBrkr";131000;;;
7;"SBrkr";235000;;;
5;"SBrkr";124000;;;
5;"SBrkr";123000;;;
6;"SBrkr";163000;;;
7;"SBrkr";246578;;;
8;"SBrkr";281213;;;
5;"SBrkr";160000;;;
5;"SBrkr";137500;;;
5;"FuseA";138000;;;
6;"SBrkr";137450;;;
6;"SBrkr";120000;;;
6;"SBrkr";193000;;;
7;"SBrkr";193879;;;
8;"SBrkr";282922;;;
3;"SBrkr";105000;;;
8;"SBrkr";275000;;;
5;"SBrkr";133000;;;
5;"SBrkr";112000;;;
4;"SBrkr";125500;;;
7;"SBrkr";215000;;;
7;"SBrkr";230000;;;
6;"SBrkr";140000;;;
4;"FuseF";90000;;;
8;"SBrkr";257000;;;
6;"SBrkr";207000;;;
7;"SBrkr";175900;;;
4;"SBrkr";122500;;;
8;"SBrkr";340000;;;
5;"SBrkr";124000;;;
6;"SBrkr";223000;;;
6;"SBrkr";179900;;;
6;"SBrkr";127500;;;
6;"SBrkr";136500;;;
6;"SBrkr";274970;;;
5;"SBrkr";144000;;;
6;"SBrkr";142000;;;
7;"SBrkr";271000;;;
5;"FuseA";140000;;;
5;"SBrkr";119000;;;
6;"SBrkr";182900;;;
5;"SBrkr";192140;;;
6;"SBrkr";143750;;;
4;"SBrkr";64500;;;
6;"SBrkr";186500;;;
5;"SBrkr";160000;;;
6;"SBrkr";174000;;;
4;"SBrkr";120500;;;
8;"SBrkr";394617;;;
6;"FuseA";149700;;;
7;"SBrkr";197000;;;
6;"SBrkr";191000;;;
6;"SBrkr";149300;;;
10;"SBrkr";310000;;;
6;"FuseF";121000;;;
7;"SBrkr";179600;;;
6;"SBrkr";129000;;;
5;"SBrkr";157900;;;
8;"SBrkr";240000;;;
4;"SBrkr";112000;;;
5;"SBrkr";92000;;;
5;"SBrkr";136000;;;
8;"SBrkr";287090;;;
5;"SBrkr";145000;;;
5;"SBrkr";84500;;;
7;"SBrkr";185000;;;
6;"SBrkr";175000;;;
6;"SBrkr";210000;;;
7;"SBrkr";266500;;;
5;"FuseA";142125;;;
5;"SBrkr";147500;;;
